Date,8.0 Oreo,8.1 Oreo,6.0 Marshmallow,7.0 Nougat,5.1 Lollipop,7.1 Nougat,9.0 Pie,4.4 KitKat,5.0 Lollipop,4.2 Jelly Bean,4.1 Jelly Bean,4.3 Jelly Bean,4.0 Ice Cream Sandwich,2.3 Gingerbread,2.2 Froyo,6.1 Marshmallow,Other
2019,18.86,18.33,16.37,11.71,10.37,8.03,7.63,4.11,2.52,0.83,0.49,0.31,0.22,0.2,0.01,0.01,0.02
